"STATION","NAME","DATE","AWND","DAPR","EVAP","MDPR","MNPN","MXPN","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WDMV","WESD","WESF","WSF2","WSF5","WSFI","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11"
"USC00265352","MONTELLO 2 NE, NV US","2014-07-17",,,,,,,,"0.00","0.0","0.0",,"94","53","64",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-07-18",,,,,,,,"0.00","0.0","0.0",,"93","47","65",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-07-19",,,,,,,,"0.00","0.0","0.0",,"95","52","73",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-07-20",,,,,,,,"0.00","0.0","0.0",,"99","50","71",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-07-21",,,,,,,,"0.03","0.0","0.0",,"90","51","66",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-07-22",,,,,,,,"0.00","0.0","0.0",,"92","49","68",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-07-23",,,,,,,,"0.00","0.0","0.0",,"95","56","77",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-07-24",,,,,,,,"0.00","0.0","0.0",,"100","48","69",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-07-25",,,,,,,,"0.00","0.0","0.0",,"91","43","63",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-07-26",,,,,,,,"0.00","0.0","0.0",,"94","43","70",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-07-27",,,,,,,,"0.00","0.0","0.0",,"95","52","76",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-07-28",,,,,,,,"0.00","0.0","0.0",,"97","69","71",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-07-29",,,,,,,,"0.00","0.0","0.0",,"92","62","70",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-07-30",,,,,,,,"0.77","0.0","0.0",,"82","53","67",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-07-31",,,,,,,,"0.00","0.0","0.0",,"86","57","70",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-01",,,,,,,,"0.00","0.0","0.0",,"82","49","66",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-02",,,,,,,,"0.00","0.0","0.0",,"90","49","73",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-03",,,,,,,,"0.00","0.0","0.0",,"94","51","72",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-04",,,,,,,,"0.03","0.0","0.0",,"86","59","62",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-05",,,,,,,,"0.75","0.0","0.0",,"86","58","63",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-06",,,,,,,,"0.06","0.0","0.0",,"70","55","66",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-07",,,,,,,,"0.00","0.0","0.0",,"77","54","63",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-08",,,,,,,,"0.12","0.0","0.0",,"76","53","56",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-09",,,,,,,,"0.12","0.0","0.0",,"84","53","67",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-10",,,,,,,,"0.00","0.0","0.0",,"84","50","66",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-11",,,,,,,,"0.08","0.0","0.0",,"91","50","65",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-12",,,,,,,,"0.00","0.0","0.0",,"89","60","70",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-13",,,,,,,,"0.13","0.0","0.0",,"86","59","62",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-14",,,,,,,,"0.09","0.0","0.0",,"82","56","62",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-15",,,,,,,,"0.00","0.0","0.0",,"86","52","63",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-16",,,,,,,,"0.00","0.0","0.0",,"89","45","64",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-17",,,,,,,,"0.00","0.0","0.0",,"91","51","60",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-18",,,,,,,,"0.00","0.0","0.0",,"89","52","67",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-19",,,,,,,,"0.00","0.0","0.0",,"94","63","69",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-20",,,,,,,,"0.00","0.0","0.0",,"82","53","60",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-21",,,,,,,,"0.09","0.0","0.0",,"83","57","61",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-22",,,,,,,,"0.10","0.0","0.0",,"80","51","53",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-23",,,,,,,,"0.11","0.0","0.0",,"71","40","48",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-24",,,,,,,,"0.00","0.0","0.0",,"72","37","51",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-25",,,,,,,,"0.00","0.0","0.0",,"76","51","56",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-26",,,,,,,,"0.02","0.0","0.0",,"69","42","55",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-27",,,,,,,,"0.00","0.0","0.0",,"76","42","49",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-28",,,,,,,,"0.00","0.0","0.0",,"80","41","48",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-29",,,,,,,,"0.00","0.0","0.0",,"87","44","58",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-30",,,,,,,,"0.00","0.0","0.0",,"89","54","69",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-08-31",,,,,,,,"0.00","0.0","0.0",,"84","41","51",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-01",,,,,,,,"0.00","0.0","0.0",,"78","38","55",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-02",,,,,,,,"0.00","0.0","0.0",,"83","41","50",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-03",,,,,,,,"0.00","0.0","0.0",,"83","47","54",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-04",,,,,,,,"0.00","0.0","0.0",,"90","38","55",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-05",,,,,,,,"0.00","0.0","0.0",,"73","36","52",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-06",,,,,,,,"0.00","0.0","0.0",,"77","42","54",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-07",,,,,,,,"0.00","0.0","0.0",,"86","43","60",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-08",,,,,,,,"0.00","0.0","0.0",,"89","46","57",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-09",,,,,,,,"0.35","0.0","0.0",,"83","53","59",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-10",,,,,,,,"0.00","0.0","0.0",,"79","35","54",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-11",,,,,,,,"0.00","0.0","0.0",,"79","34","49",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-12",,,,,,,,"0.00","0.0","0.0",,"73","26","40",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-14",,,,,,,,"0.00","0.0","0.0",,"73","30","51",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-15",,,,,,,,"0.00","0.0","0.0",,"82","41","52",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-16",,,,,,,,"0.00","0.0","0.0",,"88","43","53",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-17",,,,,,,,"0.00","0.0","0.0",,"89","42","52",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-18",,,,,,,,"0.00","0.0","0.0",,"90","47","62",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-19",,,,,,,,"0.40","0.0","0.0",,"93","45","49",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-20",,,,,,,,"0.00","0.0","0.0",,"81","43","52",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-21",,,,,,,,"0.00","0.0","0.0",,"83","52","59",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-22",,,,,,,,"0.18","0.0","0.0",,"71","43","52",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-23",,,,,,,,"0.00","0.0","0.0",,"72","41","53",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-24",,,,,,,,"0.00","0.0","0.0",,"82","44","52",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-25",,,,,,,,"0.00","0.0","0.0",,"85","37","51",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-26",,,,,,,,"0.00","0.0","0.0",,"87","49","57",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-27",,,,,,,,"0.00","0.0","0.0",,"77","52","53",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-28",,,,,,,,"0.63","0.0","0.0",,"56","42","47",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-29",,,,,,,,"0.00","0.0","0.0",,"64","38","42",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-09-30",,,,,,,,"0.04","0.0","0.0",,"57","42","50",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-01",,,,,,,,"0.05","0.0","0.0",,"62","32","38",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-02",,,,,,,,"0.00","0.0","0.0",,"58","26","32",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-03",,,,,,,,"0.00","0.0","0.0",,"66","30","41",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-04",,,,,,,,"0.00","0.0","0.0",,"68","29","43",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-05",,,,,,,,"0.00","0.0","0.0",,"75","31","47",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-06",,,,,,,,"0.00","0.0","0.0",,"78","34","47",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-07",,,,,,,,"0.00","0.0","0.0",,"82","35","41",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-08",,,,,,,,"0.00","0.0","0.0",,"80","35","44",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-09",,,,,,,,"0.00","0.0","0.0",,"78","34","43",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-10",,,,,,,,"0.00","0.0","0.0",,"78","33","42",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-11",,,,,,,,"0.00","0.0","0.0",,"74","29","43",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-12",,,,,,,,"0.00","0.0","0.0",,"73","42","45",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-13",,,,,,,,"0.00","0.0","0.0",,"60","23","38",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-14",,,,,,,,"0.00","0.0","0.0",,"67","23","31",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-15",,,,,,,,"0.00","0.0","0.0",,"68","30","41",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-16",,,,,,,,"0.00","0.0","0.0",,"67","31","38",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-17",,,,,,,,"0.00","0.0","0.0",,"73","32","46",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-18",,,,,,,,"0.00","0.0","0.0",,"62","33","34",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-19",,,,,,,,"0.00","0.0","0.0",,"66","27","35",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-20",,,,,,,,"0.00","0.0","0.0",,"73","26","38",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-21",,,,,,,,"0.00","0.0","0.0",,"73","38","49",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-22",,,,,,,,"0.00","0.0","0.0",,"59","19","34",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-23",,,,,,,,"0.00","0.0","0.0",,"61","27","36",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-24",,,,,,,,"0.00","0.0","0.0",,"65","25","32",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-25",,,,,,,,"0.00","0.0","0.0",,"71","25","29",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-26",,,,,,,,"0.00","0.0","0.0",,"74","29","45",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-27",,,,,,,,"0.00","0.0","0.0",,"55","20","31",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-28",,,,,,,,"0.00","0.0","0.0",,"51","13","19",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-29",,,,,,,,"0.00","0.0","0.0",,"64","16","25",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-30",,,,,,,,"0.00","0.0","0.0",,"65","25","36",,,,,,,,,,,,,,,,,,,
"USC00265352","MONTELLO 2 NE, NV US","2014-10-31",,,,,,,,"0.00","0.0","0.0",,"61","28","41",,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-01",,,,,,,,,,,"87","102","69",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-02",,,,,,,,,,,"85","98","66",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-03",,,,,,,,,,,"85","98","70",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-04",,,,,,,,,,,"81","98","61",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-05",,,,,,,,,,,"81","98","54",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-06",,,,,,,,,,,"84","102","58",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-07",,,,,,,,,,,"90","104","76",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-08",,,,,,,,,,,"84","98","72",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-09",,,,,,,,,,,"83","96","65",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-10",,,,,,,,,,,"87","99","71",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-11",,,,,,,,,,,"83","93","71",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-12",,,,,,,,,,,"83","98","63",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-13",,,,,,,,,,,"91","104","78",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-14",,,,,,,,,,,"90","107","69",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-15",,,,,,,,,,,"90","102","78",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-16",,,,,,,,,,,"89","100","73",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-17",,,,,,,,,,,"87","97","78",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-18",,,,,,,,,,,"88","99","73",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-19",,,,,,,,,,,"87","101","73",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-20",,,,,,,,,,,"78","94","63",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-21",,,,,,,,,,,"69","82","61",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-22",,,,,,,,,,,"73","89","57",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-23",,,,,,,,,,,"74","89","56",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-24",,,,,,,,,,,"74","87","59",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-25",,,,,,,,,,,"79","94","64",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-26",,,,,,,,,,,"82","98","62",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-27",,,,,,,,,,,"84","97","65",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-28",,,,,,,,,,,"87","99","74",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-29",,,,,,,,,,,"84","93","73",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-30",,,,,,,,,,,"82","96","71",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-07-31",,,,,,,,,,,"80","94","60",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-01",,,,,,,,,,,"83","97","67",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-02",,,,,,,,,,,"84","99","66",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-03",,,,,,,,,,,"83","96","66",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-04",,,,,,,,,,,"77","86","70",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-05",,,,,,,,,,,"61","70","57",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-06",,,,,,,,,,,"69","81","59",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-07",,,,,,,,,,,"77","91","60",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-08",,,,,,,,,,,"80","93","61",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-09",,,,,,,,,,,"81","95","64",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-10",,,,,,,,,,,"81","95","64",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-11",,,,,,,,,,,"78","93","65",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-12",,,,,,,,,,,"74","87","59",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-13",,,,,,,,,,,"72","87","56",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-14",,,,,,,,,,,"71","87","51",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-15",,,,,,,,,,,"76","91","57",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-16",,,,,,,,,,,"79","95","57",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-17",,,,,,,,,,,"78","93","58",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-18",,,,,,,,,,,"78","93","63",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-19",,,,,,,,,,,"78","96","61",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-20",,,,,,,,,,,"79","91","64",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-21",,,,,,,,,,,"76","90","61",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-22",,,,,,,,,,,"73","85","57",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-23",,,,,,,,,,,"71","83","60",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-24",,,,,,,,,,,"75","87","57",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-25",,,,,,,,,,,"70","81","60",,,,,,,,,,,,,,,,,,,,
"USR0000NBUF","BUFFALO CREEK NEVADA, NV US","2014-08-26",,,,,,,,,,,"72","86","57",,,,,,,,,,,,,,,,,,,,
